,ACCIDENT_NO,LONGITUDE,LATITUDE,LGA_NAME,ROAD,RADIUS,NUMBER OF ACCIDENTS
260,T20180006864,146.65857,-38.1739,LATROBE,PRINCES HIGHWAY,0.20758674583223796 km,2
261,T20160019053,145.45195,-37.459959999999995,MURRINDINDI,MARGINAL ROAD,5.138817380684139 km,47
262,T20130023273,142.81186,-38.07908,MOYNE,SHAW STREET,1.3777970113302294 km,5
263,T20130023279,145.64659,-36.73032,STRATHBOGIE,FAITHFULS CREEK ROAD,0.03279383806768059 km,2
264,T20140008029,146.69702,-36.59147,ALPINE,BUFFALO RIVER ROAD,2.0316171300195793 km,7
265,T20130021148,144.21701000000002,-38.36684,SURF COAST,ELKINGTON ROAD,8.293010582897812 km,55
266,T20130022103,147.17181000000002,-36.220929999999996,TOWONG,TOWONG STREET,0.625622584843475 km,2
267,T20130022499,144.91661000000002,-37.0218,MITCHELL,SEYMOUR-TOOBORAC ROAD,0.0 km,1
268,T20180020982,143.96035,-38.44276,SURF COAST,GENTLE ANNIE TRACK,0.21476329487984847 km,2
269,T20140005921,146.72893,-36.56512,ALPINE,MYRTLE STREET,4.423269378892298 km,23
270,T20180024237,146.54367,-38.30171,LATROBE,RIFLE RANGE ROAD,2.075716215173436 km,12
271,T20130023296,143.51648,-38.833259999999996,COLAC OTWAY,MANNA GUM DRIVE,0.0 km,1
272,T20160023508,146.25971,-38.32399,LATROBE,STRZELECKI HIGHWAY,0.659980488233819 km,3
273,T20170020870,146.97932,-37.96709,WELLINGTON,FOSTER STREET,2.541007842812384 km,41
274,T20130022108,148.26023999999998,-37.75374,EAST GIPPSLAND,PRINCES HIGHWAY,0.0 km,1
275,T20150022047,144.04932,-37.71389,MOORABOOL,MT DORAN ROAD,2.096253150596202 km,8
276,T20160016654,146.1206,-36.49552,BENALLA,HUME FREEWAY,1.2701101712084792 km,7
277,T20130022546,142.33681,-38.33871,MOYNE,PRINCES HIGHWAY,0.0 km,1
278,T20180012637,141.60383000000002,-38.344229999999996,GLENELG,PERCY STREET,5.055032205187969 km,67
279,T20130022929,146.33905,-38.362829999999995,LATROBE,WHITELAWS TRACK,0.7228194236002474 km,2
280,T20130016389,147.74866,-37.815529999999995,EAST GIPPSLAND,PRINCES HIGHWAY,1.5978632790152463 km,6
281,T20130023339,144.84579,-36.85519,STRATHBOGIE,HEATHCOTE-NAGAMBIE ROAD,0.0 km,1
282,T20140002034,143.71251,-38.70623,COLAC OTWAY,SKENES CREEK ROAD,2.1274891941821163 km,28
283,T20130024189,142.62206,-38.38406,MOYNE,PRINCES HIGHWAY,0.9695755773167918 km,7
284,T20130022163,141.1591,-37.00266,WEST WIMMERA,WIMMERA HIGHWAY,0.0 km,1
285,T20130022165,144.53316,-36.85155,BENDIGO,KNOWSLEY-EPPALOCK ROAD,0.0 km,1
286,T20130022553,145.67008,-37.54249,MURRINDINDI,MAROONDAH HIGHWAY,0.568105748205307 km,3
287,T20130022571,147.35764,-36.03161,TOWONG,MURRAY RIVER ROAD,0.0 km,1
288,T20170023589,143.48722,-38.76146,COLAC OTWAY,GREAT OCEAN ROAD,2.4356450608101397 km,7
289,T20130022936,144.27957,-37.12765,MOUNT ALEXANDER,FRYERS-TARADALE ROAD,0.0 km,1
290,T20170011320,146.69025,-36.34281,INDIGO,BEECHWORTH-WODONGA ROAD,4.8238961435993675 km,19
291,T20130022949,145.35924,-37.31507,MURRINDINDI,WHITTLESEA-YEA ROAD,0.0 km,1
292,T20170009093,144.38503,-37.86506,GEELONG,BACCHUS MARSH-GEELONG ROAD,1.234719345000969 km,4
293,T20140003965,146.37195,-36.37361,WANGARATTA,HUME FREEWAY,2.1421784029116693 km,11
294,T20130023363,144.22221000000002,-37.44782,MOORABOOL,LERDERDERG ROAD,0.49381066327701256 km,2
295,T20150015240,144.60845,-36.49465,BENDIGO,NORTHERN HIGHWAY,1.3887335910071934 km,9
296,T20130023376,143.49057,-37.54886,PYRENEES,BEAUFORT-CARNGHAM ROAD,0.3534083931812038 km,2
297,T20150003306,147.48346999999998,-36.8039,EAST GIPPSLAND,OMEO HIGHWAY,0.11950733369791566 km,2
298,T20180005391,144.07731,-37.86874,GOLDEN PLAINS,MIDLAND HIGHWAY,4.436341438514429 km,18
299,T20150000497,148.51455,-37.74412,EAST GIPPSLAND,MARLO ROAD,1.4471370010817652 km,4
300,T20130022959,143.59148000000002,-37.7236,GOLDEN PLAINS,HAPPY VALLEY ROAD,0.5237864258982569 km,2
301,T20130023402,142.19189,-38.278040000000004,MOYNE,SPENCER ROAD,0.0 km,1
302,T20170004973,145.71925,-38.3742,SOUTH GIPPSLAND,SOUTH GIPPSLAND HIGHWAY,0.7416935547515497 km,5
303,T20140022143,144.29202,-37.5308,MOORABOOL,CHARCOAL TRACK,3.264158567678311 km,29
304,T20130022232,143.66409,-36.74479,CENTRAL GOLDFIELDS,WIMMERA HIGHWAY,0.671310502399525 km,2
305,T20180022111,144.6541,-36.09082,CAMPASPE,MURRAY VALLEY HIGHWAY,1.1658363775416105 km,4
306,T20140021925,145.29576,-36.8668,STRATHBOGIE,HUME FREEWAY,2.3444505172513703 km,8
307,T20130022612,145.2396,-36.5905,SHEPPARTON,RIVER ROAD,0.0 km,1
308,T20130022619,142.4037,-38.29602,MOYNE,MAILORS FLAT-KOROIT ROAD -SOUTHERN CROSS ROAD,0.451882744444965 km,5
309,T20140006867,141.28576,-38.16209,GLENELG,PORTLAND-NELSON ROAD,1.6015433434082096 km,5
310,T20180003340,145.32872,-35.92548,MOIRA,MURRAY VALLEY HIGHWAY,0.5782602769903873 km,5
311,T20170009149,143.56413999999998,-38.74522,COLAC OTWAY,GREAT OCEAN ROAD,1.8872477916033303 km,7
312,T20150007527,146.22269,-37.24035,MANSFIELD,STEINERS ROAD,0.8604942577640181 km,4
313,T20130022274,141.4655,-36.40258,WEST WIMMERA,WESTERN HIGHWAY,0.0 km,1
314,T20140003243,147.46071,-38.050740000000005,WELLINGTON,HOLLANDS LANDING ROAD,0.5070681682155543 km,2
315,T20130023045,144.01494,-36.95568,MOUNT ALEXANDER,BRIDGEWATER-MALDON ROAD,0.11924075177373308 km,3
316,T20160021924,144.25888,-37.91577,GEELONG,BROWNES ROAD,1.1819494650138207 km,3
317,T20130023459,147.3527,-37.99674,WELLINGTON,BENGWORDEN ROAD,0.0 km,1
318,T20170018429,145.52972,-36.19578,MOIRA,KATAMATITE-SHEPPARTON ROAD,1.094660814817027 km,4
319,T20160012557,142.04057,-36.45662,HINDMARSH,HORSHAM ROAD,1.3736100268410674 km,7
320,T20130022303,143.72454,-37.764520000000005,GOLDEN PLAINS,BERRINGA-MISERY CREEK ROAD,0.7336045271341911 km,2
321,T20150021962,144.47266000000002,-37.536840000000005,MACEDON RANGES,BACCHUS MARSH ROAD,1.938282800152156 km,8
322,T20130021600,148.62031000000002,-37.38495,EAST GIPPSLAND,BONANG ROAD,0.42770331504468506 km,3
323,T20130022682,144.51022,-37.00884,BENDIGO,LYELL ROAD,0.23153074866624573 km,2
324,T20140008571,146.11772,-38.394740000000006,SOUTH GIPPSLAND,STRZELECKI HIGHWAY,1.8245881437509253 km,9
325,T20140009189,147.01991999999998,-36.75499,ALPINE,GREAT ALPINE ROAD,0.693576696608105 km,3
326,T20180014013,145.21798,-37.1212,MITCHELL,GOULBURN VALLEY HIGHWAY,1.2063709535751603 km,7
327,T20130022326,144.70952,-36.14421,CAMPASPE,MCSWAIN ROAD,0.5453488857826448 km,3
328,T20140021332,145.15098999999998,-37.16916,MITCHELL,MAIN ROAD,1.2119802576739374 km,7
329,T20130022338,141.77425,-34.276790000000005,MILDURA,STURT HIGHWAY,0.6087302711300321 km,2
330,T20160014227,146.41805,-37.9623,BAW BAW,WALHALLA ROAD,4.009750744300002 km,34
331,T20130023076,141.73493,-38.216590000000004,GLENELG,BARNETT LANE,0.0 km,1
332,T20130023516,146.49233999999998,-38.253029999999995,LATROBE,HAZELWOOD ROAD,1.17450148707946 km,8
333,T20130023524,144.08556000000002,-36.21148,LODDON,BOORT-MITIAMO ROAD,0.0 km,1
334,T20180015683,145.65659,-37.56241,MURRINDINDI,OLD MAROONDAH HIGHWAY,0.7147709972719848 km,3
335,T20130022353,146.03779,-38.09779,BAW BAW,OLD SALE ROAD,0.33943432429914694 km,2
336,T20130022356,146.21913,-38.6774,SOUTH GIPPSLAND,FULLERS ROAD,2.0155066414865135 km,6
337,T20170002624,148.00083,-37.87343,EAST GIPPSLAND,COATES ROAD,5.237033745527761 km,49
338,T20180018862,146.08822,-37.05233,MANSFIELD,HIGH STREET,4.073577987759539 km,32
339,T20150000441,144.64307,-38.18459,GEELONG,QUEENSCLIFF ROAD,5.32061654925072 km,25
340,T20130021144,142.38377,-37.57408,ARARAT,GRAMPIANS ROAD,0.0 km,1
341,T20130021146,144.33831999999998,-37.14971,MOUNT ALEXANDER,OLD DRUMMOND ROAD,0.0 km,1
342,T20130021541,144.81916999999999,-36.63436,CAMPASPE,CORNELLA CHURCH ROAD,0.0 km,1
343,T20130021560,143.65008999999998,-37.626090000000005,PYRENEES,HILLCREST ROAD,1.2119215596351385 km,4
344,T20170011554,143.72569,-36.116859999999996,LODDON,GODFREY STREET,0.6323431842404088 km,4
345,T20150003392,143.74008,-37.05049,CENTRAL GOLDFIELDS,BURNS STREET,2.2697616217231755 km,54
346,T20130020753,143.8192,-35.587270000000004,GANNAWARRA,HORSFALL ROAD,0.0 km,1
347,T20140020312,145.56708999999998,-35.86185,MOIRA,TORGANNAH ROAD,0.8518777873045106 km,3
348,T20140000754,147.21169,-36.05595,TOWONG,MURRAY RIVER ROAD,1.1742318336722992 km,6
349,T20130019917,144.2937,-37.09956,MOUNT ALEXANDER,PYRENEES HIGHWAY,2.4570466476944732 km,9
350,T20140019342,145.66541,-36.93207,STRATHBOGIE,EUROA-MANSFIELD ROAD,0.8465810800569582 km,8
351,T20150026761,145.04493,-36.313520000000004,CAMPASPE,ALLAN STREET,2.7389072419209746 km,33
352,T20130021969,142.32747,-36.43793,YARRIAMBIACK,AILSA WHEAT ROAD,0.0 km,1
353,T20130021979,142.56757,-35.5921,YARRIAMBIACK,SUNRAYSIA HIGHWAY,0.0 km,1
354,T20160025093,146.96348999999998,-37.88169,WELLINGTON,HAMILTONS ROAD,0.3848205920295646 km,4
355,T20180023094,146.64458,-38.52738,WELLINGTON,BOLGERS ROAD,1.1150365357320395 km,5
356,T20130021171,141.74767,-37.251,SOUTHERN GRAMPIANS,HARROW-BALMORAL ROAD,0.0 km,1
357,T20160001797,143.67449,-38.56801,COLAC OTWAY,UPPER GELLIBRAND ROAD,0.364387245980589 km,2
358,T20130021180,146.99365,-38.28998,WELLINGTON,GORMANDALE-STRADBROKE ROAD,0.0 km,1
359,T20130021190,145.3728,-36.524809999999995,SHEPPARTON,GOULBURN VALLEY HIGHWAY,0.55149398641891 km,2
360,T20140006989,145.23879,-38.460440000000006,BASS COAST,ST GEORGES ROAD,3.3144864436658583 km,56
361,T20130022006,142.04192,-36.90374,HORSHAM,LOWER NORTON-NURRABIEL ROAD,0.347011188235958 km,2
362,T20170008270,144.31171,-36.81458,BENDIGO,TANNERY LANE,0.37213940564359943 km,2
363,T20150018904,146.83065,-36.79841,ALPINE,GOLDIES SPUR TRACK,0.1505482336851773 km,2
364,T20150013621,145.43203,-38.52097,BASS COAST,ANDERSON LINK ROAD,1.9627605883832466 km,20
365,T20130021216,146.10686,-37.0135,MANSFIELD,MANSFIELD-WHITFIELD ROAD,0.0 km,1
366,T20170014050,145.58747,-36.74998,STRATHBOGIE,HUME FREEWAY,5.122895018361559 km,33
367,T20130022033,143.56951999999998,-38.22436,COLAC OTWAY,GLENN STREET,0.0 km,1
368,T20130022044,142.34611999999998,-36.5025,HORSHAM,HORSHAM-MINYIP ROAD,0.0353973971297502 km,3
369,T20130022046,145.36158,-37.06374,MITCHELL,HIGHLANDS ROAD,0.0 km,1
370,T20130022051,143.12751,-37.427009999999996,ARARAT,CHALLICUM ROAD,0.0 km,1
371,T20130020824,147.00992,-36.7781,ALPINE,,0.0 km,1
372,T20150020244,144.73761000000002,-37.30533,MACEDON RANGES,MELBOURNE-LANCEFIELD ROAD,7.362688286909813 km,53
373,T20140019364,142.85351,-37.15269,NORTHERN GRAMPIANS,BRUNEL STREET,1.3068461983022603 km,11
374,T20160022896,143.69831000000002,-38.55296,COLAC OTWAY,FORREST-APOLLO BAY ROAD,1.1118806111519495 km,7
375,T20130021247,146.67231,-38.01231,WELLINGTON,TRARALGON-MAFFRA ROAD,0.5492235991870117 km,4
376,T20140005764,144.46594,-37.599540000000005,MOORABOOL,GISBORNE ROAD,2.8862050979631433 km,11
377,T20160001183,146.30077,-39.0005,SOUTH GIPPSLAND,WILSONS PROMONTORY ROAD,1.346137740108543 km,6
378,T20170019233,142.74524,-38.49843,MOYNE,GREAT OCEAN ROAD,0.023989619242144024 km,2
379,T20130022070,144.49643,-36.02393,CAMPASPE,MURRAY VALLEY HIGHWAY,0.0 km,1
380,T20130020856,141.48927,-37.59799,GLENELG,FORD LUERS ROAD,0.0 km,1
381,T20160000913,147.02123,-36.14861,WODONGA,MURRAY VALLEY HIGHWAY,3.0095092445438287 km,15
382,T20170009936,148.459,-37.705090000000006,EAST GIPPSLAND,SALISBURY STREET,0.7125879854818313 km,11
383,T20180020127,147.08203,-36.247040000000005,INDIGO,MURRAY VALLEY HIGHWAY,1.7498293198997816 km,11
384,T20170005001,145.56281,-37.289840000000005,MURRINDINDI,GINTER ROAD,0.8787783166307166 km,4
385,T20150013282,145.73418999999998,-38.623670000000004,BASS COAST,BASS HIGHWAY,4.761070423655063 km,37
386,T20130020885,143.73231,-37.58132,BALLARAT,BELLS ROAD,0.40845707708231005 km,5
387,T20170004526,146.18963,-38.355509999999995,SOUTH GIPPSLAND,TREMBATHS ROAD,3.2520001515869943 km,18
388,T20140017469,145.80751999999998,-38.457240000000006,SOUTH GIPPSLAND,SCOTT AND FAHEYS ROAD,0.279144579987745 km,3
389,T20130021688,143.93255,-35.76305,GANNAWARRA,MURRAY VALLEY HIGHWAY,0.22265883436147393 km,2
390,T20130021703,145.55705,-37.239329999999995,MURRINDINDI,DAVIES TRACK,0.0 km,1
391,T20130021305,146.55447,-36.681459999999994,WANGARATTA,CARBOOR EAST ROAD,0.0 km,1
392,T20130021325,147.49216,-37.86574,EAST GIPPSLAND,PRINCES HIGHWAY,0.0 km,1
393,T20130021722,141.63838,-37.237829999999995,SOUTHERN GRAMPIANS,COLERAINE-EDENHOPE ROAD,0.4371739024988411 km,3
394,T20140016536,143.22546,-36.07832,BULOKE,CALDER HIGHWAY,1.1267052334818488 km,4
395,T20130020510,143.62044,-37.22739,PYRENEES,LEXTON-TALBOT ROAD,0.0 km,1
396,T20130020941,145.85574,-38.656940000000006,SOUTH GIPPSLAND,INVERLOCH-VENUS BAY ROAD,0.0 km,1
397,T20130021329,146.79854,-38.25488,WELLINGTON,WILLUNG ROAD,0.0 km,1
398,T20180016181,146.64093,-37.926840000000006,WELLINGTON,MCEVOYS TRACK,1.0495689073595553 km,5
399,T20130014645,142.01748,-34.21575,MILDURA,STURT HIGHWAY,0.43931587328259114 km,3
400,T20130021354,147.04195,-37.631190000000004,WELLINGTON,MARATHON ROAD,0.0 km,1
401,T20130021732,146.18966,-36.07845,MOIRA,CAMERONS TRACK,0.0 km,1
402,T20130020538,144.07531,-36.75501,BENDIGO,WIMMERA HIGHWAY,0.25289466628067275 km,2
403,T20130020546,144.07811999999998,-37.01146,MOUNT ALEXANDER,CASTLEMAINE-MALDON ROAD,1.4950758683155458 km,4
404,T20160001699,143.53163,-35.283429999999996,SWAN HILL,MURRAY VALLEY HIGHWAY,0.8246247616998807 km,3
405,T20160000046,144.84402,-36.0863,MOIRA,STEWARTS BRIDGE ROAD,0.754786563715083 km,3
406,T20130020960,145.38884,-36.44854,SHEPPARTON,GOULBURN VALLEY HIGHWAY,3.178924411785666 km,16
407,T20180002049,142.22062,-37.196659999999994,SOUTHERN GRAMPIANS,HENTY HIGHWAY,0.7310344617975029 km,2
408,T20130016633,144.14688,-37.33786,HEPBURN,HOSPITAL STREET,5.413111060853881 km,58
409,T20130021381,144.28571000000002,-36.99946,MOUNT ALEXANDER,PICNIC GULLY ROAD,0.0 km,1
410,T20150017315,147.88281,-37.61697,EAST GIPPSLAND,GREAT ALPINE ROAD,2.3168096754426983 km,6
411,T20130021779,148.53519,-37.58643,EAST GIPPSLAND,BONANG ROAD,0.7041453419089521 km,2
412,T20130021784,145.88395,-36.767790000000005,BENALLA,D ROAD,0.0 km,1
413,T20130020553,147.39642,-38.207809999999995,WELLINGTON,SURF EDGE DRIVE,0.2394242776566603 km,2
414,T20170004524,144.15835,-36.84442,BENDIGO,CALDER ALTERNATIVE HIGHWAY,2.4209027862922543 km,12
415,T20170022078,145.76078,-38.4077,SOUTH GIPPSLAND,BASS VALLEY ROAD,1.7913890580417964 km,11
416,T20130020567,142.74403,-38.20782,MOYNE,MORTLAKE-FRAMLINGHAM ROAD,0.0 km,1
417,T20130020569,147.72664,-37.751940000000005,EAST GIPPSLAND,GREAT ALPINE ROAD,0.8201653723639151 km,3
418,T20130020997,146.65288,-38.01089,WELLINGTON,COWWARR-WALHALLA ROAD,0.0 km,2
419,T20130021395,145.33452,-36.07419,MOIRA,KATAMATITE-NATHALIA ROAD,0.0 km,1
420,T20160010578,145.89868,-38.30397,BAW BAW,KORUMBURRA-WARRAGUL ROAD,4.629369588287372 km,12
421,T20150003055,143.31749,-36.62276,NORTHERN GRAMPIANS,WIMMERA HIGHWAY,1.0558980473059871 km,4
422,T20130021821,145.61924,-35.96985,MOIRA,BENALLA-TOCUMWAL ROAD,1.2850552401505388 km,5
423,T20130020615,145.88523,-36.91852,MANSFIELD,TALLANGALOOK ROAD,0.0 km,1
424,T20130020625,146.01554,-38.44495,SOUTH GIPPSLAND,STRZELECKI HIGHWAY,3.055657716687415 km,12
425,T20130021018,143.72104,-37.655559999999994,GOLDEN PLAINS,DOCTORS ROAD,0.0 km,1
426,T20130021021,144.80989,-37.25704,MACEDON RANGES,MT WILLIAM ROAD,0.0 km,1
427,T20130021451,143.91101,-37.5155,BALLARAT,CODES FORREST ROAD,1.33478472925786 km,6
428,T20130021865,143.86206,-37.499759999999995,BALLARAT,FRASERS ROAD,0.0 km,1
429,T20140015060,143.89182,-35.73512,GANNAWARRA,KERANG-QUAMBATOOK ROAD,0.27625630482196395 km,2
430,T20130020663,143.63316,-37.74516,GOLDEN PLAINS,PITFIELD-SCARSDALE ROAD,0.10864606582685182 km,2
431,T20130020667,141.56228000000002,-37.97775,GLENELG,PORTLAND-CASTERTON ROAD,0.0 km,1
432,T20170016494,146.26848,-38.38341,LATROBE,TARWIN STREET,2.4560990119051027 km,11
433,T20160027308,148.6081,-37.70033,EAST GIPPSLAND,PRINCES HIGHWAY,1.2663651899336357 km,5
434,T20130021464,144.39686,-37.16669,MACEDON RANGES,CALDER FREEWAY,1.1350479211231954 km,4
435,T20170003854,143.71341999999999,-38.63705,COLAC OTWAY,FORREST-APOLLO BAY ROAD,2.941618950294097 km,17
436,T20160019890,142.10939,-36.739090000000004,HORSHAM,WIMMERA HIGHWAY,0.7939729419700817 km,3
437,T20130021487,144.52985,-37.28821,MACEDON RANGES,THREE CHAIN ROAD,0.35778601849236785 km,3
438,T20140009663,143.55913,-37.57715,PYRENEES,BEAUFORT-CARNGHAM ROAD,0.9300717265395939 km,3
439,T20160005788,146.0753,-38.05015,BAW BAW,BEARDS TRACK,4.007024018868471 km,23
440,T20130021510,141.7543,-38.04891,GLENELG,ETTRICK-CONDAH ROAD,0.0 km,1
441,T20140020081,144.81365,-36.12574,CAMPASPE,SIMMIE ROAD,1.0321646527422599 km,6
442,T20150024867,145.03187,-36.47273,CAMPASPE,MCEWEN ROAD,0.15900959828429667 km,2
443,T20170001405,144.09743999999998,-36.81478,BENDIGO,BENDIGO-MARYBOROUGH ROAD,1.0130345388483026 km,4
444,T20150010063,143.20938999999998,-37.3766,ARARAT,WESTERN HIGHWAY,2.3510145097348496 km,8
445,T20130021097,146.09501,-37.516490000000005,MURRINDINDI,BIG RIVER ROAD,0.16194973575716337 km,3
446,T20130024685,146.7474,-38.3931,WELLINGTON,HYLAND HIGHWAY,1.0905654839521948 km,6
447,T20130021111,141.19732,-35.43877,MILDURA,CACTUS BORE TRACK,0.0 km,1
448,T20130021113,143.83039,-37.694320000000005,GOLDEN PLAINS,NINE MILE ROAD,0.0 km,1
449,T20130021115,143.60159,-38.41339,COLAC OTWAY,BARONGAROOK ROAD,0.0 km,1
450,T20130025865,144.4882,-37.39071,MACEDON RANGES,ASHBOURNE ROAD,0.5939344470655343 km,6
451,T20160022563,143.85443999999998,-38.08127,GOLDEN PLAINS,HAMILTON HIGHWAY,0.813058521333071 km,5
452,T20150012936,146.3281,-38.308659999999996,LATROBE,YINNAR-DRIFFIELD ROAD,3.3952827386308044 km,16
453,T20130026260,144.10322,-37.22081,HEPBURN,DAYLESFORD-NEWSTEAD ROAD,0.0 km,1
454,T20170006788,145.59177,-38.60267,BASS COAST,KORUMBURRA ROAD,2.768980909417573 km,65
455,T20130025871,143.51434,-37.24638,PYRENEES,SUNRAYSIA HIGHWAY,0.0 km,1
456,T20170022408,141.62126999999998,-38.132529999999996,GLENELG,LINDSAY STREET,1.5315357880739886 km,11
457,T20130026285,146.15886,-38.10593,BAW BAW,OLD SALE ROAD,0.0 km,1
458,T20170013524,146.43806,-37.87624,BAW BAW,BINNS ROAD,2.378367361461882 km,11
459,T20130025534,144.28265,-36.86414,BENDIGO,MANDURANG SOUTH ROAD,0.0 km,1
460,T20160009296,145.21736,-36.05383,MOIRA,NATHALIA-WAAIA ROAD,2.1004802908893367 km,12
461,T20130026307,145.92076,-38.44854,SOUTH GIPPSLAND,SOUTH GIPPSLAND HIGHWAY,0.3516007157268239 km,3
462,T20130026311,141.75574,-37.94332,GLENELG,HENTY HIGHWAY,0.4285461344864056 km,2
463,T20160012990,146.67318999999998,-36.69239,ALPINE,BUFFALO RIVER ROAD,0.07264927347188015 km,2
464,T20130026327,143.45789,-37.43571,PYRENEES,WESTERN HIGHWAY,1.135086485789116 km,4
465,T20130026328,145.37653999999998,-37.12473,MURRINDINDI,GHIN GHIN ROAD,0.22242884025058202 km,2
466,T20130026773,142.89737,-37.27122,ARARAT,ONE TREE HILL ROAD,0.23326761524369455 km,4
467,T20130026778,147.88241000000002,-36.4035,TOWONG,DUNSTANS ROAD,0.0 km,1
468,T20130025542,146.50223,-36.36383,WANGARATTA,ELDORADO-TARRAWINGEE ROAD,0.0 km,1
469,T20150026538,146.68507,-36.5264,ALPINE,GREAT ALPINE ROAD,1.1539305377478626 km,7
470,T20130025560,147.1973,-37.554959999999994,WELLINGTON,DARGO ROAD,0.0 km,1
471,T20160006879,143.87873000000002,-38.27617,COLAC OTWAY,PRINCES HIGHWAY,2.6121012739974905 km,10
472,T20160000232,145.16431,-36.820159999999994,STRATHBOGIE,GOULBURN VALLEY FREEWAY,0.9448194221198806 km,3
473,T20150023430,146.20543,-36.940690000000004,MANSFIELD,MANSFIELD-WHITFIELD ROAD,2.2130025179226944 km,17
474,T20170010287,145.92545,-38.11463,BAW BAW,BRANDY CREEK ROAD,2.1446471012088337 km,9
475,T20130026354,145.01393000000002,-36.5145,CAMPASPE,MIDDLE ROAD,0.0 km,1
476,T20180012945,146.32681000000002,-38.65555,SOUTH GIPPSLAND,CREAMERY VALLEY ROAD,4.052016819681742 km,13
477,T20160007657,143.8723,-36.57651,LODDON,HEALES STREET,0.9248492992794144 km,5
478,T20140000589,146.33053999999998,-36.85559,WANGARATTA,MANSFIELD-WHITFIELD ROAD,1.043391234644214 km,7
479,T20190000030,142.54063,-38.24044,MOYNE,GRASSMERE-HEXHAM ROAD,0.01556731172177196 km,2
480,T20140000146,145.88584,-38.71736,SOUTH GIPPSLAND,WALKERVILLE ROAD,0.0 km,1
481,T20140000148,145.88107,-37.30474,MURRINDINDI,HERBS ROAD,1.325355855958362 km,5
482,T20140000162,147.28361,-37.8837,EAST GIPPSLAND,SINCLAIRS ROAD,0.0 km,1
483,T20140000587,146.13171,-37.95848,BAW BAW,WILLOW GROVE ROAD,1.4376712229530277 km,5
484,T20140023431,143.62748,-37.46901,BALLARAT,WESTERN HIGHWAY,1.1071469343591902 km,4
485,T20160009535,142.05857,-34.170970000000004,MILDURA,MAIN AVENUE,0.4472816307114024 km,5
486,T20140000592,147.96493,-36.31511,TOWONG,MT ELLIOT RIDGE TRACK,0.0 km,1
487,T20140000613,141.30793,-36.23612,WEST WIMMERA,BROUGHTON ROAD,0.0 km,1
488,T20140005252,143.94849,-36.0425,LODDON,LODDON VALLEY HIGHWAY,0.0 km,1
489,T20180023758,144.41638,-37.30095,MACEDON RANGES,TRENTHAM ROAD,0.7495228106226208 km,3
490,T20140004853,141.81462,-37.84453,SOUTHERN GRAMPIANS,HENTY HIGHWAY,0.0 km,1
491,T20140004856,144.03437,-37.28519,HEPBURN,WERONA-KINGSTON ROAD,0.0 km,1
492,T20140008340,143.97097,-38.54128,SURF COAST,OTWAY STREET,5.892122860042171 km,45
493,T20160007417,143.90589,-37.4678,HEPBURN,SLATY CREEK ROAD,1.5511220075631313 km,5
494,T20150022894,146.39783,-37.69553,BAW BAW,MCGUIRE TRACK,0.9930091241062226 km,3
495,T20140005277,143.9999,-36.47551,LODDON,LODDON VALLEY HIGHWAY,0.0 km,1
496,T20140005682,145.54928,-38.3302,BASS COAST,BASS HIGHWAY,2.1058895011183467 km,5
497,T20140006091,143.79386,-37.09366,CENTRAL GOLDFIELDS,LANDRIGAN ROAD,0.10757761793274037 km,2
498,T20180001890,143.68341999999998,-37.64598,GOLDEN PLAINS,BROOKE STREET,3.8989509477100057 km,28
499,T20150006678,145.37421,-37.30097,MURRINDINDI,WHITTLESEA-YEA ROAD,0.875497970961861 km,8
500,T20140004904,144.42673,-38.06041,GEELONG,AVALON ROAD,0.0 km,1
501,T20140004905,144.77327,-36.55345,CAMPASPE,HEATHCOTE-ROCHESTER ROAD,0.0 km,1
502,T20180011970,142.76418,-38.19954,MOYNE,MORTLAKE-FRAMLINGHAM ROAD,0.24696456255852808 km,2
503,T20140005297,145.27943,-36.25499,SHEPPARTON,TONKIN ROAD,0.0 km,1
504,T20140005317,147.17075,-36.52118,TOWONG,SMYTHES ROAD,0.0 km,1
505,T20140006123,142.58773,-38.38476,MOYNE,PRINCES HIGHWAY,0.1137830807905199 km,2
506,T20160007103,145.17332,-36.42094,SHEPPARTON,MIDLAND HIGHWAY,1.2696962711770192 km,5
507,T20140004923,147.06283,-36.68383,ALPINE,SMART CREEK TAWONGA GAP TRACK,0.0 km,1
508,T20170005605,145.47347,-37.3849,MURRINDINDI,MELBA HIGHWAY,0.32571478256529657 km,4
509,T20140004934,144.56589,-36.93497,BENDIGO,MIA MIA-DERRINAL ROAD,0.0 km,1
510,T20140005348,141.44613999999999,-35.22674,MILDURA,MALLEE HIGHWAY,0.0 km,1
511,T20140005746,144.01931000000002,-35.70346,GANNAWARRA,KERANG-KOONDROOK ROAD,0.0 km,1
